raw_title,price,model_id,category,source_type,transform,original_title
השוואה ב-26 חנויות,1439.0,1060078,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5752CM  ‏7 ‏ק""ג"
השוואת מחירים,1439.0,1060078,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5752CM  ‏7 ‏ק""ג"
‏מכונת אספרסו Breville BES878,2953.0,1068710,מכונות קפה,seed,original,‏מכונת אספרסו Breville BES878
השוואה ב-24 חנויות,2953.0,1068710,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES878
השוואת מחירים,2953.0,1068710,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES878
מכונת אספרסו Breville BES878 יבואן רשמי,2953.0,1068710,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES878
קנו עכשיו,2953.0,1068710,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES878
בושם לגבר Jimmy Choo Intense E.D.T 200ml,199.0,1071842,בשמים לגבר,seed,original,בושם לגבר Jimmy Choo Intense E.D.T 200ml
השוואה ב-12 חנויות,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
השוואת מחירים,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
"Jimmy Choo Man Intense Men EDT 200 ML בושם לגבר גימי צו אינטנס א.ד.ט 200 מ""ל",199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
בושם לגבר ג'ימי צ'ו JIMMY CHOO INTENSE 200 ML E.D.T,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
בושם לגבר גימי צו אינטנס 200 מל - Jimmy Choo Man Intense EDT 200 ml,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
ג׳ימי צ׳ו אינטנס לגבר גודל ענק 200 מל א.ד.ט Jimmy Choo Men Intense 200 ml e.d.t,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
"ג'ימי צ'ו אינטנס אדט לגבר 200 מ""ל - ג'ימי צ'ו - Jimmy Choo - Intense EDT For Men 200ML",199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
Jimmy Choo - Intense EDT For Men 200ML,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
JIMMY CHOO MAN INTENSE BY JIMMY CHOO 200ML EDT,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
Jimmy Choo Man Intense by Jimmy Choo Eau De Toilette Spray for Men 200 ml,199.0,1071842,בשמים לגבר,zap_variant,real_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
‏מכונת אספרסו Nespresso Inissia EN 80,343.0,1087191,מכונות קפה,seed,original,‏מכונת אספרסו Nespresso Inissia EN 80
השוואה ב-16 חנויות,343.0,1087191,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Inissia EN 80
השוואת מחירים,343.0,1087191,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Inissia EN 80
‏מכונת אספרסו Nespresso Inissia EN 80 נספרסו,343.0,1087191,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Inissia EN 80
קנו עכשיו,343.0,1087191,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Inissia EN 80
"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג",1709.0,1092471,מייבשי כביסה,seed,original,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
קנו עכשיו,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג",1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
השוואה ב-16 חנויות,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
השוואת מחירים,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
מייבש כביסה Electrolux EW6C5852CM ‏8 ‏ק''ג אלקטרולוקס,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
מייבש כביסה Electrolux EW6C5852CM,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"מייבש כביסה Electrolux EW6C5852CM 8 ק""ג אלקטרולוקס",1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"מייבש כביסה Electrolux EW6C5852CM ‏8 ‏ק""ג",1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
מייבש כביסה 8 ק''ג קונדנסור Electrolux EW6C5852CM,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"מייבש כביסה קונדנסור 8 ק""ג EW6C5852CM Electrolux אלקטרולוקס",1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
מייבש כביסה קונדנסור 8 ק''ג אלקטרולוקס דגם EW6C5852CM (יבואן רשמי),1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
מייבש כביסה קונדסור 8 ק”ג דלת אטומה EW6C5852CM אלקטרולוקס Electrolux,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
מייבש כביסה קונדנסור 8 קילו Electrolux EW6C5852CM אלקטרולוקס,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
מייבש כביסה ELECTROLUX EW6C5852CM,1709.0,1092471,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג",1183.0,1095794,מייבשי כביסה,seed,original,"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג"
השוואה ב-17 חנויות,1183.0,1095794,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג"
השוואת מחירים,1183.0,1095794,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג"
בושם לגבר Lattafa Pride Of Lattafa Silver Fakhar E.D.P 100ml,74.0,1097383,בשמים לגבר,seed,original,בושם לגבר Lattafa Pride Of Lattafa Silver Fakhar E.D.P 100ml
השוואה ב-12 חנויות,74.0,1097383,בשמים לגבר,zap_variant,real_variant,בושם לגבר Lattafa Pride Of Lattafa Silver Fakhar E.D.P 100ml
השוואת מחירים,74.0,1097383,בשמים לגבר,zap_variant,real_variant,בושם לגבר Lattafa Pride Of Lattafa Silver Fakhar E.D.P 100ml
"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג",1344.0,1099301,מייבשי כביסה,seed,original,"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג"
השוואה ב-17 חנויות,1344.0,1099301,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג"
השוואת מחירים,1344.0,1099301,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג"
בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml,339.0,1102279,בשמים לגבר,seed,original,בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml
קנו עכשיו,339.0,1102279,בשמים לגבר,zap_variant,real_variant,בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml
השוואה ב-9 חנויות,339.0,1102279,בשמים לגבר,zap_variant,real_variant,בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml
השוואת מחירים,339.0,1102279,בשמים לגבר,zap_variant,real_variant,בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml
‏מכונת אספרסו Delonghi ECAM350.15.B,1785.0,1105069,מכונות קפה,seed,original,‏מכונת אספרסו Delonghi ECAM350.15.B
השוואה ב-16 חנויות,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
השוואת מחירים,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת קפה דלונגי DINAMICA ECAM 350.15.B דלונגי Delonghi,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת אספרסו אוטומטית 1450 וואט תוצרת DELONGI דגם ECAM 350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת אספרסו Delonghi ECAM350.15.B דה לונגי,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת אספרסו Delonghi ECAM350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת אספרסו אוטומטית Delonghi דלונגי Dinamica ECAM350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת קפה אוטומטית דלונגי DeLonghi ECAM350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת אספרסו DELONGHI ECAM 350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת קפה טוחנת דלונגי דגם ECAM350.15.B שחור,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת אספרסו אוטומטית מבית DELONGHI דלונגי דגם ECAM350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
‏מכונת אספרסו Delonghi ECAM350.15.B דה לונגי,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
‏מכונת קפה אספרסו דה לונגי Delonghi ECAM350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת קפה אוטומטית Delonghi ECAM350.15.B,1785.0,1105069,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג",2289.0,1105563,מייבשי כביסה,seed,original,"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג"
השוואה ב-16 חנויות,2289.0,1105563,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג"
השוואת מחירים,2289.0,1105563,מייבשי כביסה,zap_variant,real_variant,"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג"
‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875,2482.0,1114609,מכונות קפה,seed,original,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875
השוואה ב-18 חנויות,2482.0,1114609,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875
השוואת מחירים,2482.0,1114609,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875
מולטימדיה לרכב Pioneer DEH-S4250BT,439.0,1115187,מולטימדיה לרכב,seed,original,מולטימדיה לרכב Pioneer DEH-S4250BT
השוואה ב-2 חנויות,439.0,1115187,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
השוואת מחירים,439.0,1115187,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
רדיו דיסק לרכב Pioneer DEH-S4250BT עם Bluetooth,439.0,1115187,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
רדיו דיסק כולל BT PIONEER - יבואן רשמי - DEH-S4250,439.0,1115187,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
מולטימדיה לרכב Pioneer DMH-ZF9350BT,3590.0,1115189,מולטימדיה לרכב,seed,original,מולטימדיה לרכב Pioneer DMH-ZF9350BT
השוואה ב-2 חנויות,3590.0,1115189,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DMH-ZF9350BT
השוואת מחירים,3590.0,1115189,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DMH-ZF9350BT
PIONEER DMH-ZF9350BT-דין אחד- גודל התקנה של רדיו רגיל - 9 אינטש - קאר פליי אלחוטי,3590.0,1115189,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DMH-ZF9350BT
"Pioneer – מולטימדיה לרכב עם Apple CarPlay ו‑Android Auto, דגם DMH‑ZF9350BT",3590.0,1115189,מולטימדיה לרכב,zap_variant,real_variant,מולטימדיה לרכב Pioneer DMH-ZF9350BT
‏מקציף חלב Hemilton HEM-243,151.0,1121265,מכונות קפה,seed,original,‏מקציף חלב Hemilton HEM-243
השוואה ב-15 חנויות,151.0,1121265,מכונות קפה,zap_variant,real_variant,‏מקציף חלב Hemilton HEM-243
השוואת מחירים,151.0,1121265,מכונות קפה,zap_variant,real_variant,‏מקציף חלב Hemilton HEM-243
בושם לגבר Nishane Nefs E.D.P 50ml,569.0,1121834,בשמים לגבר,seed,original,בושם לגבר Nishane Nefs E.D.P 50ml
השוואה ב-7 חנויות,569.0,1121834,בשמים לגבר,zap_variant,real_variant,בושם לגבר Nishane Nefs E.D.P 50ml
השוואת מחירים,569.0,1121834,בשמים לגבר,zap_variant,real_variant,בושם לגבר Nishane Nefs E.D.P 50ml
‏מכונת אספרסו Breville BES875BSS,2393.0,1126869,מכונות קפה,seed,original,‏מכונת אספרסו Breville BES875BSS
השוואה ב-17 חנויות,2393.0,1126869,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES875BSS
השוואת מחירים,2393.0,1126869,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES875BSS
‏מכונת אספרסו Breville BES875BSS ברוויל,2393.0,1126869,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES875BSS
קנו עכשיו,2393.0,1126869,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Breville BES875BSS
‏מכונת אספרסו Nespresso Citiz&Milk EN267,776.0,1127066,מכונות קפה,seed,original,‏מכונת אספרסו Nespresso Citiz&Milk EN267
השוואה ב-12 חנויות,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
השוואת מחירים,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
מכונת קפה Nespresso נספרסו +מקציף Citiz&Milk EN267 שחור,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
קנו עכשיו,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
השוואת מחירים מכונות קפה‏,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
‏מכונת אספרסו Nespresso Citiz&Milk EN267 נספרסו,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
מכונת קפה Nespresso נספרסו +‎מקציף Citiz&Milk EN267 שחור,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
מכונת קפה Nespresso נספרסו +‎מקציף Citiz&Milk EN267,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
מכונת קפה כולל מקציף חלב CITIZ&MILK NESPRESSO - צבע שחור,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
מכונת קפה נספרסו עם מקציף Nespresso Citiz and Milk EN267 לבן,776.0,1127066,מכונות קפה,zap_variant,real_variant,‏מכונת אספרסו Nespresso Citiz&Milk EN267
מולטימדיה לרכב Alpine UTE-200BT,490.0,1138062,מולטימדיה לרכב,seed,original,מולטימדיה לרכב Alpine UTE-200BT
