title_a,price_a,title_b,price_b,model_id_a,model_id_b,category,is_duplicate,difficulty
טלוויזיה TCL 65C7K 4K  ‏65 ‏אינטש,3369.0,טלוויזיה LG OLED65G56LA 4K  ‏65 ‏אינטש,8490.0,1248992,1251127,tvs,False,hard_negative
טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,6812.0,טלוויזיה LG OLED65G56LA 4K  ‏65 ‏אינטש,8490.0,1250748,1251127,tvs,False,hard_negative
טלוויזיה LG OLED77B56LA 4K  ‏77 ‏אינטש,6812.0,טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש,5186.0,1250748,1252317,tvs,False,hard_negative
טלוויזיה LG OLED65G56LA 4K  ‏65 ‏אינטש,8490.0,טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש,5186.0,1251127,1252317,tvs,False,hard_negative
טלוויזיה LG OLED65G56LA 4K  ‏65 ‏אינטש,8490.0,טלוויזיה LG OLED65C56LA 4K  ‏65 ‏אינטש,6190.0,1251127,1252339,tvs,False,hard_negative
טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש,5186.0,טלוויזיה LG OLED65C56LA 4K  ‏65 ‏אינטש,6190.0,1252317,1252339,tvs,False,hard_negative
טלוויזיה LG OLED55C56LA 4K  ‏55 ‏אינטש,5186.0,טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש,9290.0,1252317,1252343,tvs,False,hard_negative
טלוויזיה LG OLED65C56LA 4K  ‏65 ‏אינטש,6190.0,טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש,9290.0,1252339,1252343,tvs,False,hard_negative
טלוויזיה LG OLED65C56LA 4K  ‏65 ‏אינטש,6190.0,טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1162.0,1252339,1252737,tvs,False,hard_negative
טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש,9290.0,טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1162.0,1252343,1252737,tvs,False,hard_negative
טלוויזיה LG OLED77C56LA 4K  ‏77 ‏אינטש,9290.0,טלוויזיה Samsung UE55U8000F 4K  ‏55 ‏אינטש,1475.0,1252343,1252739,tvs,False,hard_negative
טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1162.0,טלוויזיה Samsung UE55U8000F 4K  ‏55 ‏אינטש,1475.0,1252737,1252739,tvs,False,hard_negative
טלוויזיה Samsung UE43U8000F 4K  ‏43 ‏אינטש,1162.0,טלוויזיה Samsung UE75U8000F 4K  ‏75 ‏אינטש,2594.0,1252737,1252741,tvs,False,hard_negative
טלוויזיה Samsung UE55U8000F 4K  ‏55 ‏אינטש,1475.0,טלוויזיה Samsung UE75U8000F 4K  ‏75 ‏אינטש,2594.0,1252739,1252741,tvs,False,hard_negative
טלוויזיה Samsung UE55U8000F 4K  ‏55 ‏אינטש,1475.0,טלוויזיה Samsung QE55Q8F 4K  ‏55 ‏אינטש,2238.0,1252739,1252750,tvs,False,hard_negative
טלוויזיה Samsung UE75U8000F 4K  ‏75 ‏אינטש,2594.0,טלוויזיה Samsung QE55Q8F 4K  ‏55 ‏אינטש,2238.0,1252741,1252750,tvs,False,hard_negative
טלוויזיה Samsung UE75U8000F 4K  ‏75 ‏אינטש,2594.0,טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏אינטש,2569.0,1252741,1252935,tvs,False,hard_negative
טלוויזיה Samsung QE55Q8F 4K  ‏55 ‏אינטש,2238.0,טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏אינטש,2569.0,1252750,1252935,tvs,False,hard_negative
טלוויזיה Samsung QE55Q8F 4K  ‏55 ‏אינטש,2238.0,טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,5279.0,1252750,1253612,tvs,False,hard_negative
טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏אינטש,2569.0,טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,5279.0,1252935,1253612,tvs,False,hard_negative
טלוויזיה Samsung QE65Q8F 4K  ‏65 ‏אינטש,2569.0,טלוויזיה Samsung QE43Q7F 4K  ‏43 ‏אינטש,1430.0,1252935,1254524,tvs,False,hard_negative
טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,5279.0,טלוויזיה Samsung QE43Q7F 4K  ‏43 ‏אינטש,1430.0,1253612,1254524,tvs,False,hard_negative
טלוויזיה LG 75QNED93A6A 4K  ‏75 ‏אינטש,5279.0,טלוויזיה LG 43UA73006LA 4K  ‏43 ‏אינטש,1278.0,1253612,1254945,tvs,False,hard_negative
טלוויזיה Samsung QE43Q7F 4K  ‏43 ‏אינטש,1430.0,טלוויזיה LG 43UA73006LA 4K  ‏43 ‏אינטש,1278.0,1254524,1254945,tvs,False,hard_negative
טלוויזיה Samsung QE43Q7F 4K  ‏43 ‏אינטש,1430.0,טלוויזיה LG 55UA73006LA 4K  ‏55 ‏אינטש,1690.0,1254524,1254949,tvs,False,hard_negative
טלוויזיה LG 43UA73006LA 4K  ‏43 ‏אינטש,1278.0,טלוויזיה LG 55UA73006LA 4K  ‏55 ‏אינטש,1690.0,1254945,1254949,tvs,False,hard_negative
טלוויזיה LG 43UA73006LA 4K  ‏43 ‏אינטש,1278.0,טלוויזיה LG OLED65CS5VA 4K  ‏65 ‏אינטש,5149.0,1254945,1254951,tvs,False,hard_negative
טלוויזיה LG 55UA73006LA 4K  ‏55 ‏אינטש,1690.0,טלוויזיה LG OLED65CS5VA 4K  ‏65 ‏אינטש,5149.0,1254949,1254951,tvs,False,hard_negative
